origin,pointers,origin_length,game_order,text_original,text_trans_dialogwidth,text_trans_bookwidth,text_trans_printwidth,notes_alts,,,,,,,,,,,,,,,,,,,,,,
0x0E01F824,0x0E02009C,28,1681,でも、かたヒモが切れちゃっ{nl},"But the strap broke,
and it wouldn't stay
on any more...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F840,0x0E0200A0,24,1682,て、もうせおえないね。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F858,0x0E0200A8,24,1683,ああ、なつかしいなあ…{nl},"Oh wow, this really takes
me back! I used to make-
believe it was a magic bag,{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F870,0x0E0200AC,24,1684,なんでも入る、まほうの{nl},"that could fit anything
in it, no matter how big
or how much stuff!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F888,0x0E0200B0,28,1685,リュックって言ってたのに…{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F8A4,0x0E0200B4,24,1686,じゃあ、これはホントに{nl},"In {momomo}land, whatever
you remember or believed,
that's our reality!{np}",,,"But in {momomo}land,
everything is just as you
believed.{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E01F8BC,0x0E0200B8,26,1687,まほうのリュックだモン。{np},{empty},,,"I kinda want to make the -MONs into hee-hees now, retroactively",,,,,,,,,,,,,,,,,,,,,,
0x0E01F8D8,0x0E0200BC,12,1688,{momo}ちゃんが{nl},"That backpack IS your
Magic Backpack! Heehee!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F8E4,0x0E0200C0,22,1689,信じるコトはなんでも{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F8FC,0x0E0200C4,22,1690,本当になるんだモン。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F914,0x0E020298,26,1691,本当にまほうのリュックに{nl},"My Magic Backpack...
it's for real?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F930,0x0E02029C,10,1692,なるの？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F93C,0x0E0202E0,16,1693,わあ、すごい！{nl},"Whoa! No way!!!!
We can bring Mr. Clock in
my pocket now!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F94C,0x0E0202E8,26,1694,これならポッケにも入れて{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F968,0x0E0202EC,26,1695,行けるネ！持っていこう！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F984,0x0E02049C,20,1696,それより{momo}ちゃん。{nl},"Waaaak! So then, {momomo},
are we ready to cross
Mt. Primary?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F998,0x0E0204A0,28,1697,小一山をこえたいんだグア？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F9B4,0x0E0204AC,10,1698,{momo}一号、{nl},"{momomo}-01, you can
really fly?!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F9C0,0x0E0204B0,20,1699,ほんとに飛べるの？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F9D4,0x0E0204B4,18,1700,もちろんだガア！{nl},"Wak-waaak! Of course I can!
You said so yourself,
{momomo}! Remember?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01F9E8,0x0E0204B8,22,1701,{momo}ちゃん、いつもボク{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FA00,0x0E0204BC,26,1702,のせなかで言ってたガア！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FA1C,0x0E0204C0,20,1703,「お空をとぶんだ、{nl},"You would hop on my back,
and say,
""{momomo} Unit 01, launch!""{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FA30,0x0E0204C4,18,1704,{momo}一号！」って。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FA44,0x0E0204C8,22,1705,ホントだね、あたし、{nl},"That's RIGHT!
I can't believe I had
forgotten that...{np}",,,"I can't believe it, 
I had completely
forgotten that...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E01FA5C,0x0E0204CC,26,1706,わすれちゃってたんだ……{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FA78,0x0E0204D0,22,1707,{momo}ちゃんがボクのコト{nl},"When you no longer
remembered, I could no
longer fly... honk...{np}",,,"I stopped being able to fly
when you stopped remembering
about me...",,,,,,,,,,,,,,,,,,,,,,
0x0E01FA90,0x0E0204D4,26,1708,わすれてた時は、飛べなく{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FAAC,0x0E0204D8,24,1709,なってたんだグアァ……{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FAC4,0x0E0204DC,22,1710,だからポテトのヤツに{nl},"That's how those
tater twerps got me...{np}",,,"And that's how I was
captured by those potato
jerks...",,,,,,,,,,,,,,,,,,,,,,
0x0E01FADC,0x0E0204E0,20,1711,つかまっちゃって…{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FAF0,0x0E0204EC,26,1712,そうだったの…ゴメンね。{np},"So that's what happened...
Geez... I'm sorry...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FB0C,0x0E0204F0,20,1713,でもだいじょうぶ！{nl},"Not to worry! You remember
me again, and sure enough,
I can fly again! WAAAK!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FB20,0x0E0204F4,24,1714,思いだしてくれたから、{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FB38,0x0E0204F8,21,1715,ちゃんと飛べるガア！,{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FB50,0x0E020500,2,1716,{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FB54,0x0E020504,18,1717,じゃあ、みんな、{nl},"All right!
To Grandpa's house,
everyone!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FB68,0x0E020508,22,1718,おじいちゃんのトコに{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FB80,0x0E02050C,10,1719,行こう！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FB8C,0x0E020510,12,1720,{momo}一号で！{np},On {momomo}-01!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FB98,0x0E0206E4,8,1721,あっ、{np},"Oh, wait...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FBA0,0x0E0206EC,18,1722,{baku}はどうしよう。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FBB4,0x0E02070C,24,1723,もしかして、この国では{nl},What about {doggie}?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FBCC,0x0E020710,20,1724,{baku}も飛べるのかな？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FBE0,0x0E020714,20,1725,だいじょうぶだガア{nl},"Don't sweat it, {momomo}!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FBF4,0x0E020718,12,1726,{momo}ちゃん。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FC00,0x0E02071C,20,1727,ボクといっしょなら{nl},"As long as {doggie}'s
near me, he can use those
big ears to fly!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01FC14,0x0E020720,20,1728,きっと、大きな耳で{nl},{empty},,,It's not in the script but a MOMO01! HENSHIN! would be fun,,,,,,,,,,,,,,,,,,,,,,
0x0E01FC28,0x0E020724,13,1729,飛べるガア！,{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020C34,0x0E02150C,25,1730,わあ〜気持ちいい〜！！{np}{nl},Waaaah! This is incredible!{np}{nl},,,Waaaaaah! This is amazing!{np}{nl},,,,,,,,,,,,,,,,,,,,,,
0x0E020C50,0x0E021514,22,1731,{baku}、ホントに飛んでる{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020C68,0x0E021518,10,1732,んだよ！{np},"{doggie}, you really
CAN fly!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020C74,0x0E021528,22,1733,{baku}は、どうしてみんな{nl},"I wonder why you can't
talk like the others,
though?{np}",,,"I can't help but wonder,
even in {momomo}land,
why can't you talk like
everyone else?",,,,,,,,,,,,,,,,,,,,,,
0x0E020C8C,0x0E02152C,28,1734,みたく話すことができないの{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020CA8,0x0E021530,8,1735,かな？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020CB0,0x0E0216E4,12,1736,そりゃぁ、{nl},"Tsk! Cause he's not
{momomo}'s REAL friend like
Judy is!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020CBC,0x0E0216E8,16,1737,まだ{momo}ちゃんと{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020CCC,0x0E0216EC,28,1738,お友達になってないからよ。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020CE8,0x0E0216F0,18,1739,{momo}ちゃんと話せる{nl},"{momomo} and Judy were
besties for TEN YEARS before
HE showed up!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020CFC,0x0E0216F4,20,1740,なんて十年早いわ！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020D10,0x0E0216F8,24,1741,もお！ジュディったら！{np},Judy! Would you let it go?!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020D28,0x0E0216FC,26,1742,いいかげんにキゲンなおさ{nl},"Fix the attitude or I'll
give you fluffy fingers!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020D44,0x0E021700,26,1743,ないと、コショコショする{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020D60,0x0E021704,10,1744,からね！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020D6C,0x0E021720,8,1745,フンだ{np},Hmph.{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020D74,0x0E021728,20,1746,でも、{baku}も、みんな{nl},"It WOULD be nice if you
could talk, though,
{doggie}...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020D88,0x0E02172C,28,1747,みたいに話すことができたら{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020DA4,0x0E021730,14,1748,いいのにね。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020DB4,0x0E021744,22,1749,あんた、少しは景色を{nl},"Hey scaredy-bear, how'dja
like to take a nice long
look down at the scenery?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020DCC,0x0E021748,26,1750,ながめてみたらどうなの？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020DE8,0x0E02174C,24,1751,やだモン。こわいよぉ〜{np},"Noooo, dooon't!
I'm afraid of heights!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020E00,0x0E02190C,24,1752,うりうり、見るのじゃ！{np},"Lookie, lookie!
Open those peepers!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020E18,0x0E021910,20,1753,やだやだやだモン。{nl},"Nonononononoooo!
Quit it, Judyyyyy!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020E2C,0x0E021914,22,1754,ジュディやめてよぉ。{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020E44,0x0E021918,14,1755,やめてよぉ。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020E54,0x0E02192C,19,1756,コラ！ジュディ！{np}{nl},"OKAY JUDY, you asked for it!
It's tickle time!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020E68,0x0E021934,26,1757,コショコショのケイだあ！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020E84,0x0E021938,20,1758,きゃあ、{momo}ちゃん、{nl},"No, please {momomo}!
Have mercy!{np}",,,"Eeeeyaaaah, {momomo},
I take it back!",,,,,,,,,,,,,,,,,,,,,,
0x0E020E98,0x0E02193C,14,1759,ゆるして！！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020EA8,0x0E021940,12,1760,ジュディ、{nl},"You know I'm-HAHAH!
I'm tickli-KYAAAHAHAAHA!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020EB4,0x0E021944,22,1761,コショコショだけは、{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020ECC,0x0E021948,26,1762,キャハハハハハハ…………{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020EE8,0x0E02194C,26,1763,よ、弱いのよおキャハハハ{nl},"I can't ta-KYAHAHAHA!-can't
take it! I'm sorry-HAHAHA!
I'm-HAHA!-I'M SORRY!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020F04,0x0E021950,18,1764,ごめん、ゴメン！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020F18,0x0E021954,18,1765,キゲンなおすって{nl},"Say you'll change that bad
attitude. Say it!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020F2C,0x0E021958,20,1766,やくそくしなさい！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020F40,0x0E02195C,26,1767,キャハハ、やくそくする！{nl},"KYAHAHA! I promise!
I promise! Haaaahaha,
forgive me!! Heeehe! Hehe!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020F5C,0x0E021960,22,1768,ニャハハ、ゆるして、{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020F74,0x0E021964,22,1769,{momo}ちゃん！ヒーヒー…{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020F8C,0x0E021974,16,1770,グアッグアッ！{nl},"HONK-HONK! {momomo}, look!
We're passing over
Mt. Primary now.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020F9C,0x0E021978,12,1771,{momo}ちゃん、{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020FA8,0x0E02197C,22,1772,小一山をこえたガア！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020FC0,0x0E021980,12,1773,やったあ！{np},All right!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020FCC,0x0E021B18,18,1774,さあ、この調子で{nl},"We can fly like this
right up to Grandpa's
doorstep!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020FE0,0x0E021B1C,26,1775,おじいちゃんのいる森まで{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E020FFC,0x0E021B20,16,1776,飛んでいこう！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02100C,0x0E021B3C,20,1777,おじいちゃんなら、{nl},"I just know Grandpa will
know what to do with
Mr. Clock.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021020,0x0E021B40,22,1778,きっとクロックさんを{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021038,0x0E021B44,18,1779,直してくれるよ！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02104C,0x0E021B48,20,1780,ちょっと待った！！{nl},"Wait up, {momomo}!{np}{nl}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021060,0x0E021B4C,14,1781,{momo}ちゃん！！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021070,0x0E021B50,28,1782,この先って、もしかして……{nl},"Doesn't Lemon Hill come up
first?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02108C,0x0E021B54,18,1783,レモンヶ丘じゃ…{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0210A0,0x0E021B58,20,1784,ん………そうなの？{nl},...Lemon Hill?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0210B4,0x0E021B5C,22,1785,それがどうかしたの？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0210CC,0x0E021B60,14,1786,いやだモン！{nl},"Oh noooo! That's where the
Miracle Lemons live!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0210DC,0x0E021B64,22,1787,レモンヶ丘はミラクル{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0210F4,0x0E021B68,24,1788,レモンズがいるモン！！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02110C,0x0E021B6C,26,1790,ミラクルレモンズだけは、{nl},"I can handle anything...
except the Miracle Lemons!
Wak!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021128,0x0E021B70,16,1791,にがてだグア！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021138,0x0E021B74,26,1792,ボクなんか、あいつのスラ{nl},"Just one hit from their
acidic Lemon Slice attack
would rust me stiff!{np}",,,"One hit from their acidic
Lemon Slice attack will 
incapacitate me with rust!",,,,,,,,,,,,,,,,,,,,,,
0x0E021154,0x0E021B78,26,1793,イスこうげき一回で、サビ{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021170,0x0E021B7C,28,1794,サビになっちゃうクエー…！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02118C,0x0E021B80,26,1795,どうして？だって、飛んで{nl},"I don't get it, why can't we
just fly over?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0211A8,0x0E021B84,22,1796,行けばいいじゃない。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0211C0,0x0E021B88,18,1797,おっきな小一山が{nl},"I mean, if we can fly over
Mt. Primary, surely a hill
is no problem?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0211D4,0x0E021B8C,26,1798,飛びこえられたんだもん！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0211F0,0x0E021B90,22,1799,レモンヶ丘の上には、{nl},"It's the wind, WAK! Lemon
Hill creates an updraft too
powerful to negotiate!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021208,0x0E021B94,26,1800,すごく強い気流があって、{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021224,0x0E021B98,24,1801,飛びこえられないグア！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02123C,0x0E021B9C,28,1802,すっぱいの、キライだモン。{nl},"I hate sour stuff...
makes my eyes stingly!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021258,0x0E021BA0,26,1803,お目目がしみちゃうモン。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021274,0x0E021BA4,28,1804,レモンパックって、実はシミ{nl},"Lemon facials can actually
CAUSE blemishes!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021290,0x0E021BA8,28,1805,のゲンインになるのよねー。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0212AC,0x0E021BAC,10,1806,あたし、{nl},"Don't ask me how I know...
I just can't take those
Lemons, ok?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0212B8,0x0E021BB0,26,1807,あいつらだけはヤーよぉ。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0212D4,0x0E021CB8,28,1808,しかたないなあ…おりよう。{np},"Looks like we don't have
a choice... let's go in for
a landing...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021FA8,0x0E022574,24,1809,どうしようか…みんな、{nl},"So what now...
Everyone has issues
with these lemons...{np}",,,"So what now...
You all have problems
with lemons...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E021FC0,0x0E02257C,28,1810,レモンだけはイヤだって……{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021FDC,0x0E02259C,22,1811,しょうがないね、{baku}と{nl},"Should {doggie} and I go on
ahead? That seems like our
only option...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E021FF4,0x0E0225A0,24,1812,あたしだけで行こうか。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02200C,0x0E0225BC,29,1813,ヤダヤダ！ジュディも行く！{np}{nl},"No way! No way!
You can't leave Judy behind!
You can't!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02202C,0x0E0225C0,22,1814,{momo}ちゃんとはなれるの{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022044,0x0E0225C4,10,1815,ヤダ！！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022050,0x0E0225C8,28,1816,ジュディ、ワガママだモン。{np},"Be reasonable, Judy...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02206C,0x0E0225D0,14,1817,クア…ッ！！{nl},"WAAAAK!
The backpack, {momomo},
the Magic Backpack!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02207C,0x0E02277C,22,1818,{momo}ちゃん、リュック！{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022094,0x0E022780,28,1819,まほうのリュックだグアッ！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0220B0,0x0E022790,9,1820,ええ？{np}{nl},"Huh?{np}
You mean the one {doggie}
just dug up?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0220BC,0x0E022794,12,1821,さっき{baku}が{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0220C8,0x0E022798,28,1822,ほりだしたリュックのコト？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0220E4,0x0E02279C,24,1823,クワックワッそうだよ。{nl},"Bingo!
You can bring us all along
in the Magic Backpack!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0220FC,0x0E0227A0,28,1824,みんな、それに入って行けば{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022118,0x0E0227A4,12,1825,いいガア！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022124,0x0E0227B8,16,1826,リュックって、{nl},You mean this tiny thing?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022134,0x0E0227BC,22,1827,こんなに小さいのよ？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02214C,0x0E0227EC,10,1828,あーっ！{np},Ah!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022158,0x0E0227F0,8,1829,クワッ{nl},"HONK! C'mon, everybody!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022160,0x0E0227F4,16,1830,さあ、みんな！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022170,0x0E0229C8,18,1831,この中に入って、{nl},"Hop in, {momomo} will
carry us to safety!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022184,0x0E0229CC,18,1832,{momo}ちゃんに連れて{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022198,0x0E0229D0,22,1833,行ってもらうグアッ。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0221B0,0x0E0229E4,26,1834,そんなあ、このリュックに{nl},"But... I still don't get how
you'll all fit in there...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0221CC,0x0E0229E8,28,1835,みんな、なんて入るワケ……{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0221E8,0x0E022A20,28,1836,みんな…？　もしかして……{nl},"Guys? Are you actually
in there??{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022204,0x0E022A24,18,1837,リュックの中に？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022218,0x0E022BD4,22,1838,手伝えなくてゴメンね{np},Sorry we're no help...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022230,0x0E022BE4,20,1839,クエー…{momo}ちゃん、{nl},"Wak... Sorry, {momomo},
I couldn't be of service...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022244,0x0E022BE8,26,1840,役にたてなくてゴメン……{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022260,0x0E022BEC,22,1841,おうえんしてるから…{nl},"We'll be rooting for you!
HONK HONK!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022278,0x0E022BF0,14,1842,グエックエー{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022288,0x0E022BF4,28,1843,おじいちゃんの住んでる所は{nl},"I'm sure the Miracle Lemons
know how to find your
Grandpa's house!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0222A4,0x0E022BF8,28,1844,きっとレモン達が知ってると{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0222C0,0x0E022BFC,12,1845,思うモン。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0222CC,0x0E022C00,12,1846,{momo}ちゃん、{nl},"Good luck, {momomo}!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0222D8,0x0E022C04,14,1847,がんばって！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0222E8,0x0E022E20,20,1848,{baku}と、あたしだけに{nl},"Well, {doggie}, it's just
you and me now...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0222FC,0x0E022E28,20,1849,なっちゃったね……{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022310,0x0E022E48,28,1850,はげましてくれてるんだね。{nl},"Haha! Thanks for the cheer,
{doggie}!{np}{nl}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02232C,0x0E022E4C,22,1851,うん、{baku}、がんばって{nl},"All right, let's do this!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E022344,0x0E022E50,10,1852,行こう！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CHAPTER 6,,,,,,,,,,,,,,,,,,,,,,
0x0E023818,0x0E023C40,18,1853,来ちゃったね……{np},We made it...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02382C,0x0E023C54,10,1854,なんか、{nl},"There's something creepy
about this place...{np}",,,"This place is giving me
a weird vibe...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E023838,0x0E023C58,20,1855,気味が悪いよね……{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02384C,0x0E023C60,16,1856,そこのお前！！{np},YOUUUU THERE!{np},,,Should we give them french accents?,,,,,,,,,,,,,,,,,,,,,,
0x0E02385C,0x0E023E54,16,1857,いったいここに{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02386C,0x0E023E5C,24,1858,何の用だァァァァァッ！{np},"Just WHAT business do
YOUUUUU have here?{np}",,,"WHAT on EARTH do you think
YOU'RE doing heeeeere????",,,,,,,,,,,,,,,,,,,,,,
0x0E023884,0x0E023E70,16,1859,おじいちゃんに{nl},"We're just passing through.
I'm on my way to see my
Grandpa!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E023894,0x0E023E74,20,1860,会いに行きたいの。{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0238A8,0x0E023E78,22,1861,だからここを通して。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0238C0,0x0E024034,12,1862,ホホホホ！{nl},"HO-HO-HO-HO!
Preposterous! Why, nobody
can pass! Nooooobody!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0238CC,0x0E02403C,26,1863,ここは、なんぴとたりとも{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
